Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg)
1.0083329300000023,17.99999965320606,58.79704867996636,7014.41261700317,0.0026931920909447986,13.352380855181163,180.00247748726315
1.5083327299999973,17.99999922849458,58.79563515435331,7037.489621433244,0.005115254342643812,17.305550306153457,180.00527232232034
2.0083325299999926,17.999998634272835,58.79426436440046,7070.682559119129,0.007776269620741303,21.213184331715034,180.00885773378062
2.508332330000001,17.999997868356846,58.792940704941145,7113.322927627597,0.01018909617061276,25.47973579577297,180.01314183059688
3.008332130000009,17.999996930710516,58.79166850180003,7165.074044139112,0.012170821967417195,29.87627390366313,180.01801644771493
3.5083319300000175,17.99999582467395,58.79045185288344,7225.68413693828,0.01373817130617297,34.36371337247149,180.02341563210516
4.008331730000026,17.99999455779823,58.789294953801445,7294.87279494795,0.014948631851629885,38.922887654166296,180.02930337150616
4.508331530000034,17.999993143939424,58.78820363105215,7372.124350939519,0.01576186452995051,42.84475221848357,180.0354124091115
5.0083313300000425,17.999991596861054,58.78717503012411,7455.926929054848,0.01665825983150969,43.65998551187919,180.0404180781821
5.508331130000051,17.99998992042511,58.78619413134828,7543.951173010487,0.01811649381650862,44.142339610752806,180.04527306810394
6.008330930000059,17.99998811465151,58.785248410142714,7634.516982780192,0.019985136366387993,44.40683445681295,180.05004876524657
6.5083307300000675,17.99998617957562,58.7843292177284,7726.477880775995,0.021993430945201415,44.56339948994448,180.05477120699874
7.008330530000076,17.999984115182336,58.7834304065073,7819.082122248334,0.023990520293429813,44.6595930449175,180.05948977245134
7.508330330000084,17.999981921695962,58.78254767507988,7911.835695249948,0.02588127546951724,44.71952359832633,180.06422656154592
8.008330130000092,17.999979599676667,58.78167803920663,8004.411384324923,0.027614295973095098,44.7570868670495,180.0689908045974
8.508329930000047,17.999977149066424,58.78081865962895,8096.518059012706,0.029077245839431463,43.84956727144548,180.07309107366416
9.008329730000002,17.999974565917178,58.779963697037466,8187.537334570617,0.030826048705506096,42.540319303095856,180.07674461762792
9.508329529999957,17.99997184646186,58.779107802090195,8276.827174481545,0.03271556652331406,41.15975514888402,180.08025598543836
10.008329329999912,17.999968988375993,58.77824740561383,8363.929462481467,0.03460465182442364,39.72908205410953,180.08363783076715
10.508329129999867,17.999965990412683,58.77738015788229,8448.525462735191,0.036424339283993946,38.26237370051642,180.0869029847343
11.008328929999822,17.999962852169435,58.77650456373771,8530.392232998303,0.03814833383608707,36.77177603462071,180.09006684993372
11.508328729999777,17.99995957387381,58.775619728472805,8609.374928351677,0.03977042132877149,35.26816732332753,180.09314557812684
12.008328529999732,17.99995615620329,58.7747251796305,8685.369007467914,0.041292103280583484,33.7612063604955,180.09615493622326
12.508328329999687,17.999952600147093,58.77382074339729,8758.3083091272,0.04271654953158316,32.259639831389954,180.09911002592682
13.008328129999642,17.999948906897277,58.77290645739783,8828.156925928259,0.04404588598346016,30.77145413755077,180.10202522181228
13.508327929999597,17.999945077805744,58.77198251907451,8894.90275967128,0.04527972805972054,29.30408340807777,180.10491428886772
14.008327729999552,17.99994111433005,58.771049243590475,8958.553340052,0.0464155576279689,27.8638124071347,180.10778960931583
14.508327529999507,17.99993701787705,58.77010701423493,9019.134419352544,0.04727088019602274,26.467154719369173,180.11070501041027
15.008327329999462,17.99993278953948,58.769156259370305,9076.689538095206,0.04773240355296437,25.108048522800583,180.11370574772667
15.508327129999417,17.999928430063314,58.76819742445422,9131.274965853623,0.04786703716171803,23.789202245442212,180.11678872100293
16.008326929999374,17.999923939926656,58.76723095410645,9182.957015669963,0.047729607026788044,22.513994184293406,180.11994873051876
16.50832672999933,17.99991931940244,58.76625728816954,9231.810544554119,0.04736914191676201,21.285334106386703,180.12317975711585
17.008326529999284,17.999914568574013,58.7652768490312,9277.91796919603,0.046829734353010986,20.105444135960408,180.1264750008836
17.50832632999924,17.999909687345653,58.76429003127791,9321.368259570461,0.046151366041418354,18.975978357448092,180.12982716278208
18.008326129999194,17.9999046754635,58.76329719694485,9362.255779016188,0.04537023849783767,17.89801018209831,180.13322864275122
18.50832592999915,17.999899532532773,58.762298672300204,9400.679158302051,0.04451900905175337,16.8720748279987,180.1366717733248
19.008325729999104,17.999894258031265,58.761294745964356,9436.740216441376,0.043626952962688065,15.898217109085031,180.14014903324957
19.50832552999906,17.999888851319987,58.760285668196616,9470.54293982859,0.04272008143537763,14.97604436056785,180.14365323464034
20.008325329999014,17.99988331165128,58.759271651179695,9502.192530527018,0.04182124289937843,14.104782082381837,180.1471776776025
20.50832512999897,17.999877638174915,58.75825287013266,9531.79453250657,0.04095022894081946,13.28333001962699,180.1507162687173
21.008324929998924,17.999871829942812,58.757229465088066,9559.454042192263,0.04012389959108034,12.510316872881464,180.1542636024202
21.50832472999888,17.999865885912726,58.756201543175536,9585.275006838925,0.0393563359777312,11.784152245141723,180.15781500661592
22.008324529998834,17.999859804951264,58.75516918126703,9609.359611777909,0.03865902240090158,11.103074834332974,180.16136655576642
22.50832432999879,17.99985358583674,58.754132428853445,9631.807755300388,0.038041055182325846,10.465196237816144,180.16491505604705
23.008324129998744,17.999847221430226,58.75309135847917,9652.728858343711,-0.45971461056374274,9.866623419570175,180.12928233588516
23.5083239299987,17.999840820313977,58.752045681278595,9672.134282122788,-0.8278910918061643,9.299991157759601,180.1494265628512
24.008323729998654,17.999834434439826,58.75099569201845,9690.178746803955,-0.8799272088813229,8.784152913053699,180.1672141665362
24.50832352999861,17.999828104357572,58.74994146922822,9706.948045501695,-0.8355914164117689,8.300572665380798,180.1818817012764
